
OBJECT,RA,DEC,Program_ID,Instrument,Category,Type,Mode,Dataset ID,Release_Date,TPL ID,TPL START,Exptime,filter_lambda_min,filter_lambda_max,Filter,MJD-OBS,Airmass,DIMM Seeing at Start
OBJECT,217.252125,-62.695083,299.C-5022(A),HAWKI,ACQUISITION,OBJECT,IMAGE,HAWKI.2017-06-28T03:56:21.604,Jun 28 2018,HAWKI_img_acq_FastPhot,2017-06-28T03:51:02,    16.762,2086.000,2105.000,"OPEN,NB2090",57932.164139,1.533,1.08
OBJECT,217.252375,-62.695167,299.C-5022(A),HAWKI,ACQUISITION,OBJECT,IMAGE,HAWKI.2017-06-28T01:47:30.092,Jun 28 2018,HAWKI_img_acq_FastPhot,2017-06-28T01:34:24,    16.762,2086.000,2105.000,"OPEN,NB2090",57932.074654,1.295,0.95
OBJECT,217.252375,-62.695167,299.C-5022(A),HAWKI,ACQUISITION,OBJECT,IMAGE,HAWKI.2017-06-28T01:50:10.810,Jun 28 2018,HAWKI_img_acq_FastPhot,2017-06-28T01:34:24,    16.762,2086.000,2105.000,"OPEN,NB2090",57932.076514,1.297,0.96
OBJECT,217.252750,-62.695222,299.C-5022(A),HAWKI,ACQUISITION,OBJECT,IMAGE,HAWKI.2017-06-28T03:58:13.314,Jun 28 2018,HAWKI_img_acq_FastPhot,2017-06-28T03:51:02,    16.762,2086.000,2105.000,"OPEN,NB2090",57932.165432,1.539,1.22
OBJECT,217.252833,-62.695222,60.A-9800(L),HAWKI,ACQUISITION,OBJECT,IMAGE,HAWKI.2017-05-27T22:52:04.495,May 27 2017,HAWKI_img_acq_FastPhot,2017-05-27T22:37:58,    16.762,2086.000,2105.000,"OPEN,NB2090",57900.952830,1.712,0.64
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:15:11.757,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.218886,1.877,1.45
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:21:14.741,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.223087,1.914,0.95
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:22:45.633,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.224139,1.923,1.16
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:19:44.081,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.222038,1.904,1.31
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:19:13.860,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.221688,1.901,1.31
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:18:43.635,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.221338,1.898,1.31
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:20:14.297,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.222388,1.907,0.95
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:20:44.520,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.222738,1.911,0.95
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:26:17.399,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.226590,1.946,1.16
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:22:15.408,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.223789,1.920,1.16
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:21:45.185,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.223440,1.917,0.95
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:18:13.415,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.220989,1.895,1.31
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:23:46.185,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.224840,1.929,1.16
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:24:16.406,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.225190,1.933,1.16
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:27:17.836,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.227290,1.952,1.16
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:25:47.176,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.226240,1.942,1.16
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:23:15.964,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.224490,1.926,1.16
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:26:47.617,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.226940,1.949,1.16
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:24:46.738,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.225541,1.936,1.16
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:25:16.960,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.225891,1.939,1.16
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:28:18.942,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.227997,1.959,1.22
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:29:49.605,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.229046,1.969,1.22
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:29:19.380,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.228697,1.965,1.22
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:30:19.827,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.229396,1.972,1.29
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:32:51.381,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.231150,1.989,1.29
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:31:20.649,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.230100,1.979,1.29
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:30:50.272,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.229749,1.975,1.29
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:32:21.153,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.230800,1.986,1.29
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T04:19:50.261,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.180443,1.614,1.18
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T04:22:22.150,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.182201,1.624,1.38
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T04:21:51.927,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.181851,1.622,1.24
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T04:19:20.045,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.180093,1.612,1.18
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T04:17:49.339,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.179043,1.606,1.06
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T04:18:49.823,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.179743,1.610,1.18
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T04:20:20.480,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.180793,1.616,1.24
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T04:18:19.604,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.179394,1.608,1.18
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T04:21:21.378,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.181497,1.620,1.24
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T04:20:51.154,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.181148,1.618,1.24
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:14:11.317,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.218187,1.871,1.45
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T04:25:23.493,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.184300,1.635,1.38
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T04:23:52.808,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.183250,1.630,1.38
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T04:25:53.720,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.184650,1.637,1.38
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T04:26:54.615,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.185354,1.641,1.38
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T04:23:22.590,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.182900,1.627,1.38
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T04:27:24.842,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.185704,1.644,1.38
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T04:22:52.374,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.182551,1.626,1.38
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T04:24:53.261,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.183950,1.633,1.38
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T04:26:23.940,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.184999,1.639,1.38
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T04:24:23.037,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.183600,1.631,1.38
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:31:50.934,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.230451,1.982,1.29
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:27:48.724,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.227647,1.955,1.16
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:28:49.164,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.228347,1.962,1.22
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:33:21.601,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.231500,1.992,1.29
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:35:22.503,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.232899,2.006,1.29
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:37:53.829,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.234651,2.024,1.29
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:34:22.059,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.232200,1.999,1.29
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:37:23.610,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.234301,2.020,1.29
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:36:53.384,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.233951,2.017,1.29
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:35:52.835,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.233250,2.010,1.29
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:36:23.169,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.233601,2.013,1.29
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:33:51.826,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.231850,1.996,1.29
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:34:52.279,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.232550,2.003,1.29
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:42:26.612,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.237808,2.057,1.84
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:40:55.827,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.236757,2.046,1.84
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:40:25.609,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.236408,2.042,1.84
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:41:26.058,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.237107,2.049,1.84
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:38:24.718,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.235008,2.028,1.29
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:38:54.942,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.235358,2.031,1.29
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:39:55.384,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.236058,2.039,1.84
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:39:25.163,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.235708,2.035,1.84
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:41:56.280,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.237457,2.053,1.84
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:44:27.614,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.239208,2.072,1.84
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:43:27.177,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.238509,2.064,1.84
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:49:29.860,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.242707,2.110,1.31
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:46:28.515,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.240608,2.087,1.84
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:44:57.843,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.239558,2.076,1.84
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:52:31.229,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.244806,2.134,1.31
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:47:28.961,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.241307,2.095,1.84
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:43:57.394,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.238859,2.068,1.84
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:45:58.294,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.240258,2.083,1.84
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:42:56.833,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.238158,2.061,1.84
PROX CENTAURI,217.252958,-62.695278,299.C-5022(A),HAWKI,SCIENCE,OBJECT,"IMAGE,HIT",HAWKI.2017-06-28T05:48:29.412,Jun 28 2018,HAWKI_img_obs_FastPhot,2017-06-28T04:01:55,    28.407,2086.000,2105.000,"OPEN,NB2090",57932.242007,2.103,1.84
