target_name,s_ra,s_dec,dataset,MJD-OBS,em,coord_block,temp_block,cluster
2MASS-01181843+2048404,19.576896975200867,20.811244405180805,JWST,60184.687347060186,2121.5,"(195, 208)",8597,0
NGC104-6W,5.660416666666666,-72.06777777777779,JWST,60538.83254600538,701.0,"(56, -721)",8648,0
Abell370,39.97535416666667,-1.5760444444444488,JWST,60668.54812236197,3600.0,"(399, -16)",8666,0
UNKNOWN,262.45872263676233,-34.75250909504649,JWST,60166.334290451385,1270.0,"(2624, -348)",8595,0
MS1358-IMAGING,209.95977125,62.51463055555556,JWST,60387.63858907275,2771.5,"(2099, 625)",8626,0
SPT-CLJ0648-4622,102.11797083333332,-46.373350000000016,JWST,60669.87998237037,1671.0,"(1021, -464)",8667,0
IRAS-04302+2247,68.31875416666666,22.889,JWST,59995.06269446794,1990.5,"(683, 228)",8570,0
NAME-LMC,80.89418049226745,-69.75611053754493,JWST,60498.8720255338,25500.0,"(808, -698)",8642,0
UNKNOWN,0.0,0.0,JWST,60327.01480037037,1270.0,"(0, 0)",8618,0
C26202,53.13702770311303,-27.863436986569003,JWST,60641.40169682569,4082.5,"(531, -279)",8663,0
NRCB4-FP1,83.44105583333332,-67.03427222222223,JWST,59656.8139343963,4819.5,"(834, -671)",8522,0
J1241+2219-A,190.3745375,22.32819444444445,JWST,60115.69592014994,3985.0,"(1903, 223)",8587,0
IR15250,231.7475,35.97708333333333,JWST,60413.63685998617,1990.5,"(2317, 359)",8630,0
EPS-ERI,53.22620615322595,-9.458124242548402,JWST,60164.828244698845,2096.5,"(532, -95)",8594,0
16124373-3815031,243.182217688588,-38.25100656080655,JWST,60523.75932837292,10000.0,"(2431, -383)",8646,0
HD-3670-PSF,8.922042986478736,-48.00160608254573,JWST,60593.73608748333,3357.5,"(89, -481)",8656,0
2MJ0944,146.22364401135104,-12.348181392371943,JWST,59910.130541406485,3357.5,"(1462, -124)",8558,0
NGC-4321,185.7304016666667,15.823005555555556,JWST,59961.33665286852,7700.0,"(1857, 158)",8565,0
UNKNOWN,188.09336587874705,12.222143493783202,JWST,60115.61936465364,2950.0,"(1880, 122)",8587,0
NGC-7172-BCKGND,330.46730333333335,-31.86240555555554,JWST,59760.147732555095,5600.0,"(3304, -319)",8537,0
WD1057+719,165.14175109142522,71.633998166353,JWST,60374.27807417315,5600.0,"(1651, 716)",8624,0
23170-GS-2.97-S,53.15746,-27.70910555555554,JWST,59953.4411416073,2950.0,"(531, -278)",8564,0
2MASS-J17383904+6450403,264.6626820833333,64.84452777777777,JWST,59639.29021290596,2121.5,"(2646, 648)",8519,0
NGC-3351,160.99042,11.70381111111111,JWST,60656.30206803588,1873.5,"(1609, 117)",8665,0
LMC-ASTROMETRIC-FIELD-OFFSET,80.55971333333333,-69.5001666666667,JWST,59738.73010266823,2800.0,"(805, -696)",8534,0
HR5467-WBKG,219.56361649507792,54.02321350859622,JWST,60402.33676616227,7500.0,"(2195, 540)",8628,0
SEXA-MIRI,152.74502833333332,-4.701230555555583,JWST,60048.67277954584,7700.0,"(1527, -48)",8578,0
JWSTLYC-SSA22APTCAT-COPY-1,334.3047483333333,0.3158472222222222,JWST,60131.1542681441,1499.5,"(3343, 3)",8590,0
UNKNOWN,294.33579302287126,7.674192224174135,JWST,60077.73891210735,2950.0,"(2943, 76)",8582,0
NGC6240-BACKGROUND,253.265985,2.411380555555556,JWST,60170.36925355324,5600.0,"(2532, 24)",8595,0
2MASS-J17512484+7434087,267.85352,74.56909999999999,JWST,59639.245502576094,2121.5,"(2678, 745)",8519,0
ABELL2744-PREIMG-REPEAT2,3.589830833333333,-30.359997222222205,JWST,60268.263717611975,1400.0,"(35, -304)",8609,0
HALE-BOPP-UPDATED-ORBIT,331.5981898933279,-85.89174454402452,JWST,59858.092581852485,2950.0,"(3315, -859)",8551,0
J0217-0208,34.3400125,-2.147994444444464,JWST,60167.25549110793,2992.0,"(343, -22)",8595,0
ALTJIRA,76.98026252503033,28.002313049208844,JWST,60743.308123136114,1147.5,"(769, 280)",8677,0
10LAC-BKG,339.81037416666663,39.075188888888896,JWST,59783.5361960544,7700.0,"(3398, 390)",8540,0
2MASS-22544264+1452525,343.67772995044226,14.881245577034342,JWST,60253.74521489583,2121.5,"(3436, 148)",8607,0
NAME-LMC,80.8941789574841,-69.75611060121665,JWST,60133.273984654166,10000.0,"(808, -698)",8590,0
EPS-ERI-MIRI-BACK-NEW,53.27490791666666,-9.404358333333334,JWST,60344.54202125301,15000.0,"(532, -95)",8620,0
NGC-3147,154.22354214557905,73.4007539465094,JWST,60363.28397525174,900.0,"(1542, 734)",8623,0
CWEBTILE-4-12,150.20520000000002,2.1263277777777776,JWST,60044.4983438585,1147.5,"(1502, 21)",8577,0
J1743045,265.7687080220718,66.91711023834412,JWST,59825.00640913565,1400.0,"(2657, 669)",8546,0
2MASS-03553851-4617453,58.91075473295709,-46.29565055138234,JWST,60607.05919,2121.5,"(589, -463)",8658,0
GOODS-N-MEDIUM01,189.1792533333333,62.27486944444444,JWST,59978.11430015782,900.0,"(1891, 622)",8568,0
NAME-LMC,80.89416666666668,-69.75611111111112,JWST,60044.14022280232,5600.0,"(808, -698)",8577,0
UHER192,252.8934678089048,30.81271652149932,JWST,59722.19571881135,1500.0,"(2528, 308)",8531,0
J1042+1641,160.5912158333333,16.688069444444444,JWST,59929.03197672316,5600.0,"(1605, 166)",8561,0
UNKNOWN,64.10724792922339,-24.21022746428444,JWST,60178.61775627366,1147.5,"(641, -243)",8596,0
PER-EMB-33,51.40144166666667,30.75415,JWST,60178.09887477234,2950.0,"(514, 307)",8596,0
2008NW4,324.7663690810677,3.903299252167774,JWST,59881.28131630643,2950.0,"(3247, 39)",8554,0
AZV461,17.856555416666666,-72.16356111111111,JWST,60495.91896978102,4005.0,"(178, -722)",8642,0
ANDROMEDA-INNER,11.248491666666665,41.762838888888886,JWST,60274.67635524786,1990.5,"(112, 417)",8610,0
2MASS-08391972+2003107,129.83234361141655,20.05287082235646,JWST,59922.22286142361,2121.5,"(1298, 200)",8560,0
HR5467,219.56361698942828,54.02321318840664,JWST,60424.96094262361,3357.5,"(2195, 540)",8632,0
WR112,274.13953938975925,-18.97845358790268,JWST,60437.42000291783,7700.0,"(2741, -190)",8633,0
1999RZ253,357.2858987583263,-1.8010566438613822,JWST,59888.21642357095,2950.0,"(3572, -19)",8555,0
NGC-4395-MIRI,186.45358291666665,33.546863888888886,JWST,60105.65858281226,11300.0,"(1864, 335)",8586,0
DIDYMOS,58.491523725032295,-35.59583703212639,JWST,59849.1269933037,701.0,"(584, -356)",8549,0
BACKGROUND-RETURN,351.08260791666663,58.71868333333334,JWST,59923.26530588981,3985.0,"(3510, 587)",8560,0
2008FC76,116.16111603561748,-1.1609865925937672,JWST,59907.39870995231,2850.0,"(1161, -12)",8558,0
LP-726-1,130.70008487321812,-13.787169348927256,JWST,60434.57179431968,21000.0,"(1307, -138)",8633,0
2MASS-02550295-2547265,43.76225086130312,-25.790687496309104,JWST,59803.7460400463,2121.5,"(437, -258)",8543,0
2MASS-13103189+2329172,197.63288699404308,23.48784004272376,JWST,60490.4633544213,2121.5,"(1976, 234)",8641,0
2MASS-20562262+4021205,314.0942258999194,40.35566239532459,JWST,60154.35391417824,2121.5,"(3140, 403)",8593,0
BD+60-1753,261.2178830716636,60.43079001661982,JWST,60683.494399066665,7700.0,"(2612, 604)",8669,0
NIS-FP2MIMF,88.85248291666667,-65.91817500000002,JWST,59657.164036658505,1600.0,"(888, -660)",8522,0
2024ahv,244.6929583333333,7.412455555555556,JWST,60539.79651630787,3330.0,"(2446, 74)",8648,0
J1120+0641,170.00616666666667,6.690083333333334,JWST,59961.02511975405,1990.5,"(1700, 66)",8565,0
UNKNOWN,262.78706124520954,37.1737916805268,JWST,60489.262926020776,1500.0,"(2627, 371)",8641,0
UNKNOWN,187.88828533317883,-16.33336316803002,JWST,60127.754039087326,1147.5,"(1878, -164)",8589,0
2MASS-13115089+7120371,197.96252516928385,71.3436105247047,JWST,60714.59005771991,2121.5,"(1979, 713)",8673,0
2MASS-19594998+4054144,299.9582473105548,40.903926735478194,JWST,60116.42312385417,2121.5,"(2999, 409)",8588,0
NGC1277,49.96454208333333,41.57352777777778,JWST,60680.22610424485,2850.0,"(499, 415)",8668,0
UNKNOWN,149.78535234616726,1.728532555620127,JWST,60436.02572135416,4005.0,"(1497, 17)",8633,0
2MASS-04314688+4919448,67.94532487687812,49.32914924327049,JWST,60377.42300032408,2121.5,"(679, 493)",8625,0
CHA-IR-NEBULA,167.1612583333333,-77.73098333333337,JWST,60732.203703875,2992.0,"(1671, -778)",8676,0
GSC-03162-00665,301.564321246984,44.45684164535016,JWST,60116.3929205912,3330.0,"(3015, 444)",8588,0
POINTINGTHREE-A,53.14265833333333,-27.78436944444445,JWST,59856.42897783953,900.0,"(531, -278)",8550,0
B1608+656.LENSGALAXY,242.3080833333333,65.5411,JWST,60372.4394814096,2850.0,"(2423, 655)",8624,0
UNKNOWN,188.57038010627787,62.28055968598583,JWST,60745.31354230967,1315.0,"(1885, 622)",8677,0
NGC-253-BKGD,12.005547916666668,-25.3811527777778,JWST,60261.58203820486,11300.0,"(120, -254)",8608,0
UNKNOWN,77.14457199342904,-37.565635527235145,JWST,60585.09606633484,2950.0,"(771, -376)",8655,0
UNKNOWN,70.06609336709742,26.00859066620537,JWST,59830.06630613426,2950.0,"(700, 260)",8547,0
ECLIPTIC-RA40,59.056575,-9.294311111111083,JWST,60332.30241502865,3600.0,"(590, -93)",8618,0
VEGA-F1550C-BACK,279.35633916666666,38.69543611111111,JWST,60175.10459400879,15500.0,"(2793, 386)",8596,0
UNKNOWN,341.502537048697,-5.291756015234712,JWST,60142.45681195943,2771.5,"(3415, -53)",8591,0
TN-J1338-1942,204.60875,-19.70777777777778,JWST,59761.59961012586,1499.5,"(2046, -198)",8537,0
UNKNOWN,152.64478851331418,-4.694004957801528,JWST,60048.68215253472,2950.0,"(1526, -47)",8578,0
QSO-J003836.10-152723.6,9.650416666666665,-15.456555555555552,JWST,60494.95028829282,3330.0,"(96, -155)",8642,0
2MASX-J01464244+3230295,26.676857362070464,32.508140924041506,JWST,60335.24290438311,18000.0,"(266, 325)",8619,0
GCRV-21765,87.472625,-64.53999999999996,JWST,59647.00835440833,2503.5,"(874, -646)",8521,0
SQ-MRS-COS-P3-SHOCK-NORTH,338.99788375,33.97471388888889,JWST,60255.199995970834,5600.0,"(3389, 339)",8607,0
CWEBTILE-2-16,150.40783708333333,2.257811111111111,JWST,60308.55869418258,1147.5,"(1504, 22)",8615,0
SGRA,266.41683333333333,-29.007797222222223,JWST,60047.38775503148,2096.5,"(2664, -291)",8578,0
AF_Lep,81.76996126653746,-11.901289649790328,JWST,60229.39005577778,4433.0,"(817, -120)",8604,0
NGC4941,196.05461,-5.551538888888899,JWST,60469.97220467408,7700.0,"(1960, -56)",8638,0
PAR0956+2847-169,149.1132358333333,28.81224166666667,JWST,60305.66061676175,2950.0,"(1491, 288)",8615,0
OFFSET-PANSTARRS-C17K2-UPDATED,240.6408722010844,-19.001989372543097,JWST,59812.93065344536,3985.0,"(2406, -191)",8544,0
WR140MRSCAL,304.14992125,45.33913055555556,JWST,59764.26893405,5600.0,"(3041, 453)",8537,0
SN-2022ACKO,49.91245833333333,-19.395188888888867,JWST,60323.22035961573,5600.0,"(499, -194)",8617,0
SSN-43,14.77639,-72.17567500000001,JWST,60589.52714049115,4005.0,"(147, -722)",8655,0
TRIANGULUM-OUTER,23.415475,30.48333333333333,JWST,60298.81997343073,3560.0,"(234, 304)",8614,0
UNKNOWN,219.4585187312764,-14.898879337956195,JWST,60497.711638452485,1499.5,"(2194, -149)",8642,0
UNKNOWN,260.6021249137856,-35.398614597859115,JWST,60171.00725423612,1270.0,"(2606, -354)",8595,0
HD180609,288.1966207854705,64.17694539846137,JWST,59822.63218430324,7500.0,"(2881, 641)",8546,0
UNKNOWN,55.65099068743216,-47.139252698417614,JWST,60620.71541765295,3985.0,"(556, -472)",8660,0
NGC-1482,58.6622,-20.50245000000001,JWST,60655.37356043386,3357.5,"(586, -206)",8665,0
J1757132,269.3051487803489,67.06123455301791,JWST,60449.07713447338,2950.0,"(2693, 670)",8635,0
UNKNOWN,215.0737681398873,52.87414260009263,JWST,60747.58769081799,4433.0,"(2150, 528)",8678,0
LAWD-27-OFFSET,121.74719712156424,-66.30931673068211,JWST,60138.4158655434,4433.0,"(1217, -664)",8591,0
NGC-2525,121.40851769265898,-11.427074696797426,JWST,60630.74944991522,900.0,"(1214, -115)",8661,0
C2024E1,245.39123827231504,61.97456214121679,JWST,60475.885712761694,2950.0,"(2453, 619)",8639,0
UGC0439+2642,69.78237391836215,26.709852855049608,JWST,60591.437182636575,7500.0,"(697, 267)",8655,0
UNKNOWN,117.13704443579827,-76.67877607731405,JWST,60098.06269728391,2950.0,"(1171, -767)",8585,0
2MASS-19330769+4951559,293.2820213817198,49.86542621122319,JWST,60563.88869391204,2121.5,"(2932, 498)",8651,0
J125701.95+220415.5,194.25833333333333,22.07097222222222,JWST,59713.4034790224,1950.0,"(1942, 220)",8530,0
UNKNOWN,69.37730213142281,0.5918679918588517,JWST,60699.70979799253,1315.0,"(693, 5)",8671,0
2011WG157,61.60075328539804,43.00973562593577,JWST,59840.06169468588,2950.0,"(616, 430)",8548,0
UDS-1,34.36027625,-5.130755555555538,JWST,59963.60554390162,900.0,"(343, -52)",8566,0
UNKNOWN,189.42349901732348,62.203217725415286,JWST,60339.1437455312,4433.0,"(1894, 622)",8619,0
MIRI-1,215.07663791666667,52.94165833333333,JWST,60394.22834683449,7700.0,"(2150, 529)",8627,0
ECLIPTIC-RA20,27.65213333333333,11.538361111111112,JWST,60528.09768146719,1700.0,"(276, 115)",8646,0
UNKNOWN,131.0880829215559,-1.4312241260249767,JWST,59911.34771131944,2950.0,"(1310, -15)",8558,0
CD-23-9765-BACKGROUND,167.42916666666667,-24.59722222222223,JWST,60482.58834245139,11400.0,"(1674, -246)",8640,0
01232126-5728507,20.839747749786188,-57.48099537785088,JWST,60573.27212572176,3357.5,"(208, -575)",8653,0
2MASS-17112770+4410356,257.8654525561207,44.17658910693744,JWST,60428.28164782407,2121.5,"(2578, 441)",8632,0
SGAS1723-PHOT,260.9018291666667,34.19868611111111,JWST,59758.39263652373,2771.5,"(2609, 341)",8536,0
PHAETHON,46.25611985523559,46.27926201820042,JWST,59863.37147039143,2950.0,"(462, 462)",8551,0
2MASS-17505832+6914281,267.74284304189774,69.24115108389596,JWST,60342.62325388889,2121.5,"(2677, 692)",8620,0
IRAS-17555-2235,269.63692357594806,-22.596501794679284,JWST,60187.89438482223,16250.0,"(2696, -226)",8598,0
HD-158896,262.25889345162545,51.49765673771631,JWST,59739.2825628389,16250.0,"(2622, 514)",8534,0
P2021,214.81039916666668,52.794177777777776,JWST,60012.39217659537,2800.0,"(2148, 527)",8573,0
NGC3521,166.45239,-0.0359500000000139,JWST,60430.04650505024,7700.0,"(1664, -1)",8632,0
CWEBTILE-4-6,150.00027458333332,2.200863888888889,JWST,60049.21914799624,2771.5,"(1500, 22)",8578,0
2013SL102,28.5881343884458,5.4236789343811225,JWST,60690.33963831319,2950.0,"(285, 54)",8670,0
G23_41225,3.5340000000000003,-30.35330833333336,JWST,60656.05978676418,2950.0,"(35, -304)",8665,0
J1721+8842.LENSGALAXY,260.434375,88.7059888888889,JWST,60370.12616687256,2850.0,"(2604, 887)",8624,0
J1316+0755,199.03754795836585,7.932075384278522,JWST,60725.760155363656,7500.0,"(1990, 79)",8675,0
BACKGROUND-RETURN,351.08260791666663,58.71868333333334,JWST,59878.20721863241,5600.0,"(3510, 587)",8554,0
2MASS-12394485-6309178,189.9367223219529,-63.15493847722321,JWST,60151.13911671296,2121.5,"(1899, -632)",8593,0
CWEBTILE-1-1,149.92843625,2.5347388888888887,JWST,60313.56649929253,1147.5,"(1499, 25)",8616,0
2MASS-11080621+0901252,167.02595347414496,9.023626828391151,JWST,60061.031971761,3560.0,"(1670, 90)",8580,0
ECHOW1-NIRCAM,349.0115833333333,58.34927222222223,JWST,60591.1974317276,1671.0,"(3490, 583)",8655,0
MIRI-21,215.11610541666667,52.96965,JWST,60394.319276741895,7700.0,"(2151, 529)",8627,0
NGC-1514-RINGS2-SSE,62.32590583333333,30.75015833333333,JWST,60214.72951222964,7700.0,"(623, 307)",8602,0
2MASS-05174804+2700307,79.45017503716484,27.008497622715737,JWST,60233.06255495371,2121.5,"(794, 270)",8604,0
HD163466-BKG,268.35569737633347,60.4133375667624,JWST,60724.26798262569,7700.0,"(2683, 604)",8674,0
2MASS-03313052-2739514,52.877193908842486,-27.664322650612547,JWST,60284.945095625,2121.5,"(528, -277)",8612,0
GCRV-21765,87.472625,-64.53999999999996,JWST,59637.6468395111,4433.0,"(874, -646)",8519,0
UNKNOWN,124.61898364203032,-62.082644158976514,JWST,60381.09066505787,2355.0,"(1246, -621)",8625,0
UNKNOWN,150.06575890278933,2.258123857553114,JWST,60070.94602935185,3985.0,"(1500, 22)",8581,0
UNKNOWN,340.3681071349723,-64.5478853028095,JWST,60501.80117111783,1405.0,"(3403, -646)",8643,0
UNKNOWN,266.61087666116765,-28.31761656603568,JWST,60049.82793457558,2950.0,"(2666, -284)",8578,0
UNKNOWN,8.049788667033196,-43.860876039382894,JWST,60278.19587206401,2950.0,"(80, -439)",8611,0
MACS0308-ZD1,47.222625,26.749666666666663,JWST,60710.4892960709,1147.5,"(472, 267)",8672,0
GRB230307A,60.85843375,-75.37856111111114,JWST,60072.08691400295,2950.0,"(608, -754)",8581,0
M-58,189.4313416666667,11.818194444444444,JWST,60485.36875029861,7700.0,"(1894, 118)",8640,0
RA80-OBS112.V3+1.2DEG,125.37225,18.94769444444444,JWST,59680.12980080607,1671.0,"(1253, 189)",8525,0
COSMOS-2-TILE-1,150.04233791666667,2.359180555555556,JWST,60273.74739079399,2771.5,"(1500, 23)",8610,0
UNKNOWN,58.7124431752198,-20.69998024190781,JWST,60696.71509065972,4005.0,"(587, -207)",8670,0
MIRI-14,214.86324666666667,52.79294166666666,JWST,60391.68779759838,7700.0,"(2148, 527)",8627,0
GRB241026a,293.4002479166667,57.985844444444446,JWST,60652.05578799601,2950.0,"(2934, 579)",8664,0
3C-305-OFF,222.35257833333333,63.24728055555556,JWST,60401.753542290506,11300.0,"(2223, 632)",8628,0
J1743045,265.7687080516424,66.91711020888435,JWST,59838.91557485485,4433.0,"(2657, 669)",8548,0
HR8799-BACKGROUND,346.9113145833333,21.147305555555555,JWST,59890.95322411205,10650.0,"(3469, 211)",8555,0
ECLIPTIC-RA20,27.65213333333333,11.538361111111112,JWST,60302.60673403663,1700.0,"(276, 115)",8614,0
SSN-18,14.778135416666666,-72.17813333333334,JWST,60505.89084366898,4005.0,"(147, -722)",8643,0
ISOLATED-ACCRETOR1-J1106-7618,166.6184999986012,-76.30112672244509,JWST,60746.005027124775,2905.0,"(1666, -764)",8678,0
UNKNOWN,303.5204273665289,-41.74285940683774,JWST,60460.18890442286,1950.0,"(3035, -418)",8637,0
UNKNOWN,342.94024140857294,-17.69646385541136,JWST,60490.02198889757,1499.5,"(3429, -177)",8641,0
2MASS-17592212+3932379,269.8421883421955,39.54379248152433,JWST,60095.76641856482,2121.5,"(2698, 395)",8585,0
IC348,56.12916666666667,32.141666666666666,JWST,60560.93076487703,1671.0,"(561, 321)",8651,0
NGC-7319-MRS,339.01500833333336,33.975883333333336,JWST,59750.41935308356,7700.0,"(3390, 339)",8535,0
WLM,0.4892895833333333,-15.481247222222237,JWST,59784.14561606962,800.0,"(4, -155)",8540,0
23561067-3903086,359.0463085491639,-39.05362163032996,JWST,60639.762527643055,3357.5,"(3590, -391)",8662,0
WHL0137-08,24.354066666666665,-8.456419444444464,JWST,59954.55285061053,900.0,"(243, -85)",8564,0
HD167855B,272.8122142366407,69.2490577997766,JWST,60549.37251130741,10000.0,"(2728, 692)",8649,0
IIIZW035-BG,26.12708333333333,17.102222222222224,JWST,60185.717055268295,5600.0,"(261, 171)",8597,0
SICKLE-NIR-POS,266.5733333333333,-28.800833333333344,JWST,60545.51692260301,1873.5,"(2665, -289)",8649,0
GJ9827,351.77275926098747,-1.284779524314312,JWST,60642.88279347894,4005.0,"(3517, -13)",8663,0
NGC5253-5-copy,204.9833075,-31.64011111111108,JWST,60725.05467551158,7700.0,"(2049, -317)",8675,0
2MASS-04304770-2526566,67.69881156682409,-25.44913043194856,JWST,60301.12308589121,2121.5,"(676, -255)",8614,0
NGC2264-FIELD1,100.3031666666667,10.03941666666667,JWST,59654.32332125695,2503.5,"(1003, 100)",8522,0
VEGA-PSF-NIRCAM,310.35799833495537,45.280351032955785,JWST,60175.47760194074,2096.5,"(3103, 452)",8596,0
-BET-DOR,83.40632208333334,-62.489825,JWST,59747.12470093611,25500.0,"(834, -625)",8535,0
MPG012,14.55870125,-72.17897500000004,JWST,60522.72979919653,4005.0,"(145, -722)",8646,0
Galatea,357.5655294503072,-2.4600348628307134,JWST,60661.65455259728,2950.0,"(3575, -25)",8665,0
UNKNOWN,76.85652188165164,-69.01340464154399,JWST,60273.99374282564,1550.0,"(768, -691)",8610,0
2024YR4,123.2780065277788,13.691229459748874,JWST,60742.925740096005,1671.0,"(1232, 136)",8677,0
P330-E,247.89089669713127,30.14617554016381,JWST,59730.96618591296,900.0,"(2478, 301)",8532,0
HD-32297,75.61435548911264,7.46086081796589,JWST,60565.10482395046,4005.0,"(756, 74)",8652,0
DIDYMOS,58.33051472394218,-35.627661736121,JWST,59849.07403557222,3221.5000000000005,"(583, -357)",8549,0
51-Eri,69.40084830923273,-2.4739786570587183,JWST,60361.07694633103,3357.5,"(694, -25)",8623,0
ECLIPTIC-RA80,124.10970208333336,19.191311111111112,JWST,60054.0599197798,4400.0,"(1241, 191)",8579,0
2MASSJ16052157-1821412,241.33988667400672,-18.36165588519576,JWST,60508.29386667153,11300.0,"(2413, -184)",8644,0
ECLIPTIC-RA120,180.94679166666663,4.756608333333333,JWST,60457.26784664902,4800.0,"(1809, 47)",8636,0
NGC891-C-EAST-1KPC,35.6363425,42.33898055555556,JWST,60205.95092502245,7700.0,"(356, 423)",8600,0
2MASS-19512923-3023130,297.8719263134067,-30.3870724635574,JWST,59845.475405034726,2121.5,"(2978, -304)",8549,0
495,115.71654983780972,18.02656210328286,JWST,60634.6452407522,2850.0,"(1157, 180)",8662,0
UGC0433+2251,68.47536123094368,22.855239039211988,JWST,60591.739810865736,7500.0,"(684, 228)",8655,0
NGC-253-IM-CENTER,11.888217083333334,-25.287933333333346,JWST,60251.00300722205,2121.5,"(118, -253)",8607,0
2MASS-15585507-2620433,239.72932214147025,-26.34550003516079,JWST,60035.10159369213,2121.5,"(2397, -264)",8576,0
CWEBTILE-7-3,149.79885875,1.9663694444444444,JWST,60043.77580937935,1147.5,"(1497, 19)",8577,0
GNIRS54,189.39705916666668,62.32164722222223,JWST,60370.80686257361,7500.0,"(1893, 623)",8624,0
NGC628-NIRCAM,24.17405,15.78346111111111,JWST,59789.24235003501,4433.0,"(241, 157)",8541,0
BD+60-1753,261.21788054056924,60.43078905686719,JWST,60347.76924204375,2905.0,"(2612, 604)",8621,0
2MASS-22564332-0331371,344.1807029271725,-3.527180330917319,JWST,60142.64601996528,2121.5,"(3441, -36)",8591,0
CWEBTILE-3-11,150.2040558333333,2.2293361111111114,JWST,60417.74863083768,1147.5,"(1502, 22)",8631,0
CWEBTILE-5-16,150.3088075,1.9860472222222223,JWST,60044.97174715133,2771.5,"(1503, 19)",8577,0
HD107146,184.77590401777903,16.54732628472031,JWST,60110.88383376945,11400.0,"(1847, 165)",8587,0
SGR-C,266.167905,-29.47081388888887,JWST,60209.87782726128,1600.0,"(2661, -295)",8601,0
SN2023IXF,210.9106833333333,54.31167222222222,JWST,60335.60052124514,3985.0,"(2109, 543)",8619,0
2MASS-19255369+2910165,291.473680640672,29.171253803069565,JWST,60141.08563190972,2121.5,"(2914, 291)",8591,0
GJ9827,351.77264929685634,-1.2848426451549957,JWST,60258.41965359375,1700.0,"(3517, -13)",8608,0
SGP38326,0.7800966666666667,-33.04762499999998,JWST,60495.12298791522,4433.0,"(7, -331)",8642,0
S433000025,118.1927183333333,-74.16108055555554,JWST,59623.95825120631,2800.0,"(1181, -742)",8517,0
UNKNOWN,162.91950612691463,29.895235715912293,JWST,60431.33293482639,1270.0,"(1629, 298)",8633,0
HSCJ0844+0226,131.23591666666667,2.4445833333333336,JWST,60398.058848765504,4005.0,"(1312, 24)",8628,0
UNKNOWN,266.8949379507372,2.565785213774489,JWST,60535.259363787205,1270.0,"(2668, 25)",8647,0
UNKNOWN,341.49005040258737,-5.287134825169419,JWST,60142.45681195943,1990.5,"(3414, -53)",8591,0
NAME-SGR-A-BCKG-POS-2,266.41653791666664,-29.009947222222195,JWST,60539.587821923145,5600.0,"(2664, -291)",8648,0
IR22491,342.95560416666666,-17.873327777777774,JWST,60490.03286230139,5600.0,"(3429, -179)",8641,0
DC-873756,150.01132208333334,2.6278194444444445,JWST,60425.88859155469,3330.0,"(1500, 26)",8632,0
MACS-J1149.6+2223,177.3899079166667,22.41271111111111,JWST,60101.02721508415,1990.5,"(1773, 224)",8585,0
IC-5332,353.61735833333336,-36.09831388888887,JWST,60136.830915929866,7700.0,"(3536, -361)",8590,0
UNKNOWN,110.3530790103648,-73.35184169343343,JWST,60557.976109045776,1315.0,"(1103, -734)",8651,0
Planetary_Nebula_MIRI,62.28340785955729,30.772656584505697,JWST,60704.993255725,7700.0,"(622, 307)",8672,0
UNKNOWN,166.81653333650144,68.30354278485343,JWST,60436.5754818904,2950.0,"(1668, 683)",8633,0
SN-2021GMJ,159.69695833333333,53.50841944444444,JWST,60412.20574947685,5600.0,"(1596, 535)",8630,0
SQ-MRS-BRIDGE-ALMAFIELD5,339.0087779166667,33.97387222222223,JWST,60255.55268488288,5600.0,"(3390, 339)",8607,0
BD+60-1753,261.2178732358035,60.43078378604001,JWST,59949.34582240255,4433.0,"(2612, 604)",8564,0
UNKNOWN,220.13485523086675,-37.23283949815223,JWST,60503.27027713455,2355.0,"(2201, -373)",8643,0
SILA-NUMAN,149.74825682877338,11.416879943085116,JWST,59905.745512353125,2950.0,"(1497, 114)",8557,0
UNKNOWN,0.0,0.0,JWST,59756.83584268601,2950.0,"(0, 0)",8536,0
WISEAJ2354+02,358.513368488239,2.669207220615909,JWST,60131.273995995376,2950.0,"(3585, 26)",8590,0
UNKNOWN,175.66898860099784,15.532271355619857,JWST,60697.47162876279,2355.0,"(1756, 155)",8671,0
NGC7793MIRI,359.46362583333337,-32.599116666666646,JWST,60142.31514403426,10000.0,"(3594, -326)",8591,0
UNKNOWN,53.23179142774825,-27.81654747791817,JWST,60310.37947989583,1270.0,"(532, -279)",8615,0
HD-163113,268.1765328285137,38.82060911751365,JWST,59748.62176606296,15500.0,"(2681, 388)",8535,0
SN2023IXF,210.9106833333333,54.31167222222222,JWST,60456.554965937496,3985.0,"(2109, 543)",8636,0
IZW18-BCK,143.54046375,55.23696111111112,JWST,60377.63912635278,25500.0,"(1435, 552)",8625,0
NGC-4666,191.28615,-0.4619111111111351,JWST,60685.03277796759,5600.0,"(1912, -5)",8669,0
2MASS-01254853-5307352,21.452227694614457,-53.12637997862685,JWST,60600.304201782405,2121.5,"(214, -532)",8657,0
MIRI-12,214.84015291666665,52.77689444444445,JWST,60391.48632928241,7700.0,"(2148, 527)",8627,0
NGC6720-MRS-OFF,283.2868245833333,33.03052777777778,JWST,59764.53150913588,7700.0,"(2832, 330)",8537,0
CWEBTILE-7-18,150.31111125,1.7800277777777778,JWST,60048.418213598095,1147.5,"(1503, 17)",8578,0
