target_name,s_ra,s_dec,dataset,MJD-OBS,em,coord_block,temp_block,cluster
TESS FFI,86.5227551004786,-0.5211522711239803,TESS,58478.66104212963,800.0,"(865, -6)",8354,0
TESS FFI,98.77759927893408,-0.7349953624101314,TESS,58478.66107957755,800.0,"(987, -8)",8354,0
TESS FFI,99.127860243632,11.275868696955742,TESS,58478.66145631365,800.0,"(991, 112)",8354,0
TESS FFI,86.62425569400457,11.508150076830637,TESS,58478.66141999421,800.0,"(866, 115)",8354,0
TESS FFI,85.4377301657269,-24.299693007745905,TESS,58478.65968979746,800.0,"(854, -243)",8354,0
TESS FFI,98.9045974478997,-24.611684263394253,TESS,58478.65972220486,800.0,"(989, -247)",8354,0
TESS FFI,98.74376525583804,-12.575581021185643,TESS,58478.66054006944,800.0,"(987, -126)",8354,0
TESS FFI,99.45176087400104,-36.47258064908223,TESS,58478.65880618634,800.0,"(994, -365)",8354,0
TESS FFI,84.24215872478891,-36.1950368825667,TESS,58478.65876874421,800.0,"(842, -362)",8354,0
TESS FFI,82.23914782309055,-48.137658817815655,TESS,58478.65765193287,800.0,"(822, -482)",8354,0
TESS FFI,103.01911316269212,-60.24216323569021,TESS,58478.65660339699,800.0,"(1030, -603)",8354,0
TESS FFI,39.47300365981442,21.186299614983465,TESS,60220.5880366956,800.0,"(394, 211)",8602,0
TESS FFI,51.839658811063046,24.51641451167152,TESS,60220.58732824653,800.0,"(518, 245)",8602,0
TESS FFI,54.98643189714664,12.636470956048784,TESS,60220.58731371528,800.0,"(549, 126)",8602,0
TESS FFI,47.75825404385409,10.765165091339286,TESS,60246.50313251157,800.0,"(477, 107)",8606,0
TESS FFI,44.249558585069096,22.55408259957347,TESS,60246.50314591435,800.0,"(442, 225)",8606,0
TESS FFI,32.025728209236924,18.84557826157586,TESS,60246.503285729166,800.0,"(320, 188)",8606,0
TESS FFI,36.107682002558526,7.247455097317651,TESS,60246.50327323495,800.0,"(361, 72)",8606,0
TESS FFI,71.73005183775061,15.496232880173972,TESS,60246.502187042825,800.0,"(717, 154)",8606,0
TESS FFI,70.06436840327588,27.65701676598121,TESS,60246.50219667245,800.0,"(700, 276)",8606,0
TESS FFI,56.79749914856161,25.562587588193992,TESS,60246.50281143519,800.0,"(567, 255)",8606,0
TESS FFI,59.45862473367355,13.56841517210984,TESS,60246.5028019213,800.0,"(594, 135)",8606,0
TESS FFI,96.66421979642828,16.544285969872814,TESS,60246.50044048611,800.0,"(966, 165)",8606,0
TESS FFI,97.1984093150833,28.776362027070828,TESS,60246.50045621528,800.0,"(971, 287)",8606,0
TESS FFI,110.61193262201436,27.659112133573995,TESS,60246.49944951967,800.0,"(1106, 276)",8606,0
TESS FFI,108.91018640133603,15.51322853066543,TESS,60246.49943855325,800.0,"(1089, 155)",8606,0
TESS FFI,121.19924228468231,13.56489198762952,TESS,60246.49825521412,800.0,"(1211, 135)",8606,0
TESS FFI,109.13260994236904,-72.04155084190432,TESS,58478.65538068865,800.0,"(1091, -721)",8354,0
TESS FFI,110.93408664453408,-2.129449382897905,TESS,58503.358940353006,800.0,"(1109, -22)",8357,0
TESS FFI,122.9771603325792,-4.512374452431363,TESS,58503.35893883102,800.0,"(1229, -46)",8357,0
TESS FFI,125.3825039587434,7.260771121023995,TESS,58503.35931405671,800.0,"(1253, 72)",8357,0
TESS FFI,105.21270838183366,-25.28428473858542,TESS,58503.3575944676,800.0,"(1052, -253)",8357,0
TESS FFI,118.5890619554146,-28.022528404718845,TESS,58503.35758792824,800.0,"(1185, -281)",8357,0
TESS FFI,120.84022805555148,-16.166512285243858,TESS,58503.35840170139,800.0,"(1208, -162)",8357,0
TESS FFI,108.4321219853467,-13.640044321330596,TESS,58503.3584082176,800.0,"(1084, -137)",8357,0
TESS FFI,116.1826556957366,-39.72484949676981,TESS,58503.35667644676,800.0,"(1161, -398)",8357,0
TESS FFI,101.06698959476512,-36.687244698046754,TESS,58503.35667792824,800.0,"(1010, -367)",8357,0
TESS FFI,95.0910716789824,-47.88910493019432,TESS,58503.35556674769,800.0,"(950, -479)",8357,0
TESS FFI,113.215336794459,-51.5609394506343,TESS,58503.35556746528,800.0,"(1132, -516)",8357,0
TESS FFI,108.62047547929146,-63.172922203310726,TESS,58503.354485104166,800.0,"(1086, -632)",8357,0
TESS FFI,98.75698457476156,-74.72109841523842,TESS,58503.35326890625,800.0,"(987, -748)",8357,0
TESS FFI,288.6484180826984,32.92514060102331,TESS,59404.25599129051,800.0,"(2886, 329)",8486,0
TESS FFI,274.31317858940133,31.22167468944664,TESS,59404.25600159144,800.0,"(2743, 312)",8486,0
TESS FFI,276.7364966658922,19.40635061316356,TESS,59404.25693096644,800.0,"(2767, 194)",8486,0
TESS FFI,289.69696435226086,20.93196202101801,TESS,59404.25692234376,800.0,"(2896, 209)",8486,0
TESS FFI,265.3687528501781,54.22242612535834,TESS,59404.253855706025,800.0,"(2653, 542)",8486,0
TESS FFI,270.83871762982267,42.73545628935954,TESS,59404.25503554397,800.0,"(2708, 427)",8486,0
TESS FFI,287.60344902633824,44.67106115920372,TESS,59404.25503223379,800.0,"(2876, 446)",8486,0
TESS FFI,255.3257666042788,64.98572168731826,TESS,59404.252720543984,800.0,"(2553, 649)",8486,0
TESS FFI,285.3850031925186,68.61357184310448,TESS,59404.252710792825,800.0,"(2853, 686)",8486,0
TESS FFI,282.5944496839702,80.62754003928632,TESS,59404.25148692129,800.0,"(2825, 806)",8486,0
TESS FFI,232.1666894560672,74.07979139297159,TESS,59404.25149898727,800.0,"(2321, 740)",8486,0
TESS FFI,184.6303128176161,76.9841482132547,TESS,59404.25043804398,800.0,"(1846, 769)",8486,0
TESS FFI,117.73755160903316,87.49107515035382,TESS,59404.250431886576,800.0,"(1177, 874)",8486,0
TESS FFI,146.59374858982693,70.63314237154003,TESS,59404.24938132523,800.0,"(1465, 706)",8486,0
TESS FFI,134.4698861193188,-7.77287578437124,TESS,58529.18185808449,800.0,"(1344, -78)",8361,0
TESS FFI,150.0985936324772,-0.4642303747556631,TESS,58529.18222482639,800.0,"(1500, -5)",8361,0
TESS FFI,124.57570381806454,-29.687184024598533,TESS,58529.18050991898,800.0,"(1245, -297)",8361,0
TESS FFI,137.90197009830197,-34.49283794828144,TESS,58529.18049575231,800.0,"(1379, -345)",8361,0
TESS FFI,142.34898712780165,-23.09913572449889,TESS,58529.181310844906,800.0,"(1423, -231)",8361,0
TESS FFI,130.08116706634442,-18.747985288596595,TESS,58529.18132498843,800.0,"(1300, -188)",8361,0
TESS FFI,132.51603134615783,-45.63205001246602,TESS,58529.17958278935,800.0,"(1325, -457)",8361,0
TESS FFI,117.53407952217776,-40.14979868821204,TESS,58529.17959188657,800.0,"(1175, -402)",8361,0
TESS FFI,107.60988927010465,-49.9568152713113,TESS,58529.17847887732,800.0,"(1076, -500)",8361,0
TESS FFI,124.85489209838184,-56.66256553280686,TESS,58529.17847198495,800.0,"(1248, -567)",8361,0
TESS FFI,111.75638459521386,-66.8434601081343,TESS,58529.17738788194,800.0,"(1117, -669)",8361,0
TESS FFI,92.9267101705861,-58.09633067613411,TESS,58529.17740017361,800.0,"(929, -581)",8361,0
TESS FFI,306.8909794350204,37.94479154873287,TESS,59432.783752795134,800.0,"(3068, 379)",8490,0
TESS FFI,292.67005382246606,33.73525787402873,TESS,59432.78375743056,800.0,"(2926, 337)",8490,0
TESS FFI,297.81176213833834,22.602137535383623,TESS,59432.784685353006,800.0,"(2978, 226)",8490,0
TESS FFI,295.1152121695084,60.55987618536513,TESS,59432.781617552086,800.0,"(2951, 605)",8490,0
TESS FFI,285.7364832608418,44.291769341714655,TESS,59432.78279292824,800.0,"(2857, 442)",8490,0
TESS FFI,258.93452984261523,62.54624360046424,TESS,59432.78048170717,800.0,"(2589, 625)",8490,0
TESS FFI,244.3720576336918,79.19335806219325,TESS,59432.77925575231,800.0,"(2443, 791)",8490,0
TESS FFI,232.6316559234676,67.3662934365758,TESS,59432.77926215857,800.0,"(2326, 673)",8490,0
TESS FFI,202.1019390690544,66.52092637710558,TESS,59432.77820302083,800.0,"(2021, 665)",8490,0
TESS FFI,123.8784196887663,25.545176500291632,TESS,60246.4982675405,800.0,"(1238, 255)",8606,0
TESS FFI,101.92110453373654,16.190930478817233,TESS,60272.383908686345,800.0,"(1019, 161)",8610,0
TESS FFI,103.107765122168,28.39767098501217,TESS,60272.38391772569,800.0,"(1031, 283)",8610,0
TESS FFI,126.15958718243016,12.268644773237078,TESS,60272.382133802086,800.0,"(1261, 122)",8610,0
TESS FFI,129.36839046556372,24.143678692755657,TESS,60272.38213662037,800.0,"(1293, 241)",8610,0
TESS FFI,116.35709983337456,26.804970584214185,TESS,60272.38315175347,800.0,"(1163, 268)",8610,0
TESS FFI,114.04828584965465,14.744082231962787,TESS,60272.38314881944,800.0,"(1140, 147)",8610,0
TESS FFI,141.68602627739307,20.75936264965512,TESS,60272.38109497685,800.0,"(1416, 207)",8610,0
TESS FFI,149.3808483366089,5.271644040882395,TESS,60272.3798978125,800.0,"(1493, 52)",8610,0
TESS FFI,153.66287439101504,16.77288361472287,TESS,60272.37990887153,800.0,"(1536, 167)",8610,0
TESS FFI,165.04950086878114,12.36131035080349,TESS,60272.37881820602,800.0,"(1650, 123)",8610,0
TESS FFI,178.67141127473317,60.37003148210197,TESS,59432.777148107634,800.0,"(1786, 603)",8490,0
TESS FFI,157.27070350969674,-16.321715782665876,TESS,58555.34852650463,800.0,"(1572, -164)",8365,0
TESS FFI,169.0707180032819,-21.387226979894702,TESS,58555.34851861112,800.0,"(1690, -214)",8365,0
TESS FFI,173.83652057983417,-10.27752013936934,TESS,58555.34889560764,800.0,"(1738, -103)",8365,0
TESS FFI,143.74057778883315,-36.89051396313313,TESS,58555.34717451967,800.0,"(1437, -369)",8365,0
TESS FFI,157.48628713094715,-43.22571855614874,TESS,58555.34716157986,800.0,"(1574, -433)",8365,0
TESS FFI,163.9337788078188,-32.31080322363693,TESS,58555.347978935184,800.0,"(1639, -324)",8365,0
TESS FFI,148.8381670809981,-53.64019658755191,TESS,58555.3462461632,800.0,"(1488, -537)",8365,0
TESS FFI,133.67905448025425,-46.18239603008324,TESS,58555.346254010416,800.0,"(1336, -462)",8365,0
TESS FFI,119.47374170204309,-54.1110656462168,TESS,58555.34513799189,800.0,"(1194, -542)",8365,0
TESS FFI,135.13107661187195,-63.35224663118256,TESS,58555.34513234954,800.0,"(1351, -634)",8365,0
TESS FFI,110.78962946825077,-70.6869529380427,TESS,58555.34404532986,800.0,"(1107, -707)",8365,0
TESS FFI,100.0080806433491,-59.27494134673682,TESS,58555.34405638889,800.0,"(1000, -593)",8365,0
TESS FFI,75.9695971279556,-60.54438780588395,TESS,58555.34283363426,800.0,"(759, -606)",8365,0
TESS FFI,72.28880568223647,-72.70228936448599,TESS,58555.34282394097,800.0,"(722, -728)",8365,0
TESS FFI,347.9254067271049,-11.214073324320056,TESS,59459.9284908449,800.0,"(3479, -113)",8494,0
TESS FFI,331.92738667818253,-4.487677257405354,TESS,59459.92843747107,800.0,"(3319, -45)",8494,0
TESS FFI,336.5171655617243,-15.88525944101773,TESS,59459.92844901042,800.0,"(3365, -159)",8494,0
TESS FFI,9.888221542770712,-1.6478608703538549,TESS,59459.92785726273,800.0,"(98, -17)",8494,0
TESS FFI,5.0453106796772405,9.62284935152755,TESS,59459.9278436169,800.0,"(50, 96)",8494,0
TESS FFI,353.92242695553807,4.803259112165608,TESS,59459.92830292245,800.0,"(3539, 48)",8494,0
TESS FFI,16.20751157860233,14.285316512901362,TESS,59459.92720453704,800.0,"(162, 142)",8494,0
TESS FFI,32.195305102980186,7.257362388246929,TESS,59459.92633214699,800.0,"(321, 72)",8494,0
TESS FFI,27.849207870689263,18.74763408869207,TESS,59459.92632372685,800.0,"(278, 187)",8494,0
TESS FFI,39.85270027845044,22.5971643958182,TESS,59459.925378009255,800.0,"(398, 225)",8494,0
TESS FFI,43.58496548248766,10.880024009644869,TESS,59459.92539074653,800.0,"(435, 108)",8494,0
TESS FFI,55.52702448544064,13.923574247769537,TESS,59459.92423664352,800.0,"(555, 139)",8494,0
TESS FFI,52.57462948709196,25.84794272953421,TESS,59459.92422525463,800.0,"(525, 258)",8494,0
TESS FFI,180.82033507181808,-26.57242447288777,TESS,58582.05686405092,800.0,"(1808, -266)",8368,0
TESS FFI,193.52046912615864,-31.824591119554217,TESS,58582.05685583333,800.0,"(1935, -319)",8368,0
TESS FFI,198.479107655295,-20.65710342480624,TESS,58582.05723396991,800.0,"(1984, -207)",8368,0
TESS FFI,186.61413032689777,-15.81796599041296,TESS,58582.05724333912,800.0,"(1866, -159)",8368,0
TESS FFI,163.97948332019203,-46.27375143631565,TESS,58582.0555079456,800.0,"(1639, -463)",8368,0
TESS FFI,179.46643515847944,-53.458720951078895,TESS,58582.05549467594,800.0,"(1794, -535)",8368,0
TESS FFI,166.7083660261636,-63.32302951357244,TESS,58582.05457654514,800.0,"(1667, -634)",8368,0
TESS FFI,150.23216640198132,-54.4312939246437,TESS,58582.05458471065,800.0,"(1502, -545)",8368,0
TESS FFI,130.5022101083689,-60.14873445488766,TESS,58582.0534653588,800.0,"(1305, -602)",8368,0
TESS FFI,142.97130463154986,-71.32897770582436,TESS,58582.053459392366,800.0,"(1429, -714)",8368,0
TESS FFI,103.39124360195666,-73.88512642296028,TESS,58582.05236911458,800.0,"(1033, -739)",8368,0
TESS FFI,106.261278192963,-61.68309013553179,TESS,58582.05238050348,800.0,"(1062, -617)",8368,0
TESS FFI,82.72173503221528,-58.58619002730315,TESS,58582.05115409143,800.0,"(827, -586)",8368,0
TESS FFI,67.94302410850716,-69.02909163437366,TESS,58582.05114407408,800.0,"(679, -691)",8368,0
TESS FFI,207.48278072932376,-36.98337205919293,TESS,58609.82770212963,800.0,"(2074, -370)",8372,0
TESS FFI,222.29129606320024,-41.321506162380615,TESS,58609.82769246528,800.0,"(2222, -414)",8372,0
TESS FFI,226.22120851160608,-29.735329173948514,TESS,58609.828071707176,800.0,"(2262, -298)",8372,0
TESS FFI,213.03791098491283,-25.919690189257803,TESS,58609.82808251736,800.0,"(2130, -260)",8372,0
TESS FFI,188.0666033483635,-56.98195505616443,TESS,58609.826341886575,800.0,"(1880, -570)",8372,0
TESS FFI,217.22784194786945,-52.6548788668117,TESS,58609.82714942709,800.0,"(2172, -527)",8372,0
TESS FFI,199.960174487334,-47.36790140111555,TESS,58609.827164137736,800.0,"(1999, -474)",8372,0
TESS FFI,191.2452282778637,-74.05521351117558,TESS,58609.82540626736,800.0,"(1912, -741)",8372,0
TESS FFI,168.88497147526786,-64.508081222169,TESS,58609.82541587963,800.0,"(1688, -646)",8372,0
TESS FFI,142.07988607836475,-80.07885596722724,TESS,58609.82428570023,800.0,"(1420, -801)",8372,0
TESS FFI,110.78112376217156,-65.1573279984385,TESS,58609.82320490162,800.0,"(1107, -652)",8372,0
TESS FFI,90.32109772978312,-57.92554429773234,TESS,58609.821974716426,800.0,"(903, -580)",8372,0
TESS FFI,69.17844146072547,-65.00963157110621,TESS,58609.82196324653,800.0,"(691, -651)",8372,0
TESS FFI,239.43861931238445,-44.91883294458527,TESS,58638.4214497338,800.0,"(2394, -450)",8376,0
TESS FFI,256.86239973301093,-46.87069823831024,TESS,58638.421440491904,800.0,"(2568, -469)",8376,0
TESS FFI,257.754873315377,-34.873859814586275,TESS,58638.4218204456,800.0,"(2577, -349)",8376,0
TESS FFI,243.08110252343545,-33.22244847530319,TESS,58638.42183084491,800.0,"(2430, -333)",8376,0
TESS FFI,222.21759882461623,-66.88268388000691,TESS,58638.42008686342,800.0,"(2222, -669)",8376,0
TESS FFI,254.92163066160748,-70.73002843051368,TESS,58638.42007254051,800.0,"(2549, -708)",8376,0
TESS FFI,233.7066595803331,-56.12532879003702,TESS,58638.42091069445,800.0,"(2337, -562)",8376,0
TESS FFI,252.60494340584688,-82.58985581910784,TESS,58638.41914990162,800.0,"(2526, -826)",8376,0
TESS FFI,195.443746011894,-75.4001358417556,TESS,58638.41915909144,800.0,"(1954, -755)",8376,0
TESS FFI,144.305499345558,-76.60952470751975,TESS,58638.418034149305,800.0,"(1443, -767)",8376,0
TESS FFI,160.41701000782416,1.0075750319891963,TESS,60272.37881289352,800.0,"(1604, 10)",8610,0
TESS FFI,171.56653599267142,-3.579487010977761,TESS,60272.37765532408,800.0,"(1715, -36)",8610,0
TESS FFI,176.3290073220256,7.70126445589495,TESS,60272.3776619618,800.0,"(1763, 77)",8610,0
TESS FFI,96.14261448286686,48.84939300225483,TESS,60298.724902123846,800.0,"(961, 488)",8614,0
TESS FFI,79.83369751780045,36.41828314280305,TESS,60298.72528890047,800.0,"(798, 364)",8614,0
TESS FFI,95.11502387712729,36.84334752276808,TESS,60298.72530177662,800.0,"(951, 368)",8614,0
TESS FFI,104.04300124240082,72.38150698272737,TESS,60298.72353113426,800.0,"(1040, 723)",8614,0
TESS FFI,64.06021148493113,71.34713426431028,TESS,60298.72351441551,800.0,"(640, 713)",8614,0
TESS FFI,73.4294866981422,59.913265937039,TESS,60298.72433787037,800.0,"(734, 599)",8614,0
TESS FFI,31.949726831059262,80.79111451038398,TESS,60298.72260100116,800.0,"(319, 807)",8614,0
TESS FFI,130.83519407306085,83.20658836654755,TESS,60298.72261259838,800.0,"(1308, 832)",8614,0
TESS FFI,235.6528842035621,81.63950170133153,TESS,60298.72150693287,800.0,"(2356, 816)",8614,0
TESS FFI,78.38651531624677,-85.38046835322558,TESS,58638.418027175925,800.0,"(783, -854)",8376,0
TESS FFI,75.1248555837042,-73.52535092411206,TESS,58638.41693141204,800.0,"(751, -736)",8376,0
TESS FFI,111.80879619353722,-69.21719296857431,TESS,58638.4169438368,800.0,"(1118, -693)",8376,0
TESS FFI,98.0027914012062,-58.72768615941898,TESS,58638.41571127315,800.0,"(980, -588)",8376,0
TESS FFI,73.91872827583033,-61.493000475673234,TESS,58638.41570021991,800.0,"(739, -615)",8376,0
TESS FFI,6.574436131449098,10.02133126650929,TESS,59486.03261225694,800.0,"(65, 100)",8498,0
TESS FFI,11.531147159475916,-1.2006329699406255,TESS,59486.03262118055,800.0,"(115, -13)",8498,0
TESS FFI,45.25897171583207,11.456663719629113,TESS,59486.03132860533,800.0,"(452, 114)",8498,0
TESS FFI,41.557779512055504,23.19681153801648,TESS,59486.031316469904,800.0,"(415, 231)",8498,0
TESS FFI,29.34323657419324,19.26803289767992,TESS,59486.03199946181,800.0,"(293, 192)",8498,0
TESS FFI,33.647455040879,7.750718857293369,TESS,59486.03201166666,800.0,"(336, 77)",8498,0
TESS FFI,54.16036768511192,26.37990947874032,TESS,59486.03050141783,800.0,"(541, 263)",8498,0
TESS FFI,57.12269725671724,14.452591669277798,TESS,59486.0305091088,800.0,"(571, 144)",8498,0
TESS FFI,67.4593053111432,28.73163911306944,TESS,59486.02946793981,800.0,"(674, 287)",8498,0
TESS FFI,81.01087714515462,29.924725193557748,TESS,59486.02842456597,800.0,"(810, 299)",8498,0
TESS FFI,94.38123816292055,17.779065586216596,TESS,59486.02722516203,800.0,"(943, 177)",8498,0
TESS FFI,94.91872285177536,30.010055064290807,TESS,59486.02721596643,800.0,"(949, 300)",8498,0
TESS FFI,275.8978888234871,-47.25891570783243,TESS,58667.640182233794,800.0,"(2758, -473)",8381,0
TESS FFI,275.74928956017163,-35.22929365274623,TESS,58667.640563657405,800.0,"(2757, -353)",8381,0
TESS FFI,274.1573003228843,-71.04652510690089,TESS,58667.63881864584,800.0,"(2741, -711)",8381,0
TESS FFI,275.70309491402963,-59.03217963973217,TESS,58667.63964291088,800.0,"(2757, -591)",8381,0
TESS FFI,265.954732760182,-82.87129236989809,TESS,58667.63789052083,800.0,"(2659, -829)",8381,0
TESS FFI,118.5860065378225,-84.59901003443272,TESS,58667.63676521412,800.0,"(1185, -846)",8381,0
TESS FFI,36.02727120491048,-78.27472806617739,TESS,58667.63676979167,800.0,"(360, -783)",8381,0
TESS FFI,68.62484745441012,-69.99736434079422,TESS,58667.63567366319,800.0,"(686, -700)",8381,0
TESS FFI,106.7801282594592,-72.95091345220602,TESS,58667.63567453125,800.0,"(1067, -730)",8381,0
TESS FFI,104.90668084868828,-60.92207139334286,TESS,58667.63444163773,800.0,"(1049, -610)",8381,0
TESS FFI,80.57419821671263,-59.05185691754078,TESS,58667.63444214121,800.0,"(805, -591)",8381,0
TESS FFI,58.7642980277563,14.658070189159725,TESS,59511.81666190394,800.0,"(587, 146)",8501,0
TESS FFI,43.046050766446754,23.37437033336452,TESS,59511.8171091088,800.0,"(430, 233)",8501,0
TESS FFI,46.8007171069593,11.648027607752992,TESS,59511.81711527199,800.0,"(468, 116)",8501,0
TESS FFI,82.7278678905792,30.10326493551421,TESS,59511.815184224535,800.0,"(827, 301)",8501,0
TESS FFI,70.79809000352243,16.78499623174756,TESS,59511.81606686342,800.0,"(707, 167)",8501,0
TESS FFI,96.459848690926,30.13339795946023,TESS,59511.814231348384,800.0,"(964, 301)",8501,0
TESS FFI,95.9036875062959,17.90021008654646,TESS,59511.81423628473,800.0,"(959, 179)",8501,0
TESS FFI,108.47262445556991,16.894790738475912,TESS,59511.81309512732,800.0,"(1084, 168)",8501,0
TESS FFI,110.22725826445355,29.0305820093256,TESS,59511.81309244213,800.0,"(1102, 290)",8501,0
TESS FFI,316.4660818320388,79.58409906135104,TESS,60298.72149756366,800.0,"(3164, 795)",8614,0
TESS FFI,290.8420061936904,69.5921195921288,TESS,60298.72042710648,800.0,"(2908, 695)",8614,0
TESS FFI,254.45926003260467,70.5725737781824,TESS,60298.72044180556,800.0,"(2544, 705)",8614,0
TESS FFI,259.3321341795604,58.69526531314728,TESS,60298.71924409722,800.0,"(2593, 586)",8614,0
TESS FFI,282.7670196847507,58.06507873109639,TESS,60298.71923079283,800.0,"(2827, 580)",8614,0
TESS FFI,159.88385360433827,68.08892099776928,TESS,60325.716266961805,800.0,"(1598, 680)",8617,0
TESS FFI,126.47266527431796,74.56113625094511,TESS,60325.71625799769,800.0,"(1264, 745)",8617,0
TESS FFI,119.5913661248398,62.78957946877318,TESS,60325.71714248843,800.0,"(1195, 627)",8617,0
TESS FFI,143.25793729583305,58.55164059132645,TESS,60325.71715308449,800.0,"(1432, 585)",8617,0
TESS FFI,272.07606785314385,80.49595454069247,TESS,60325.71419136574,800.0,"(2720, 804)",8617,0
TESS FFI,161.983584495654,85.17739265512824,TESS,60325.71533134838,800.0,"(1619, 851)",8617,0
TESS FFI,192.13798515891344,73.81423906003961,TESS,60325.71534708333,800.0,"(1921, 738)",8617,0
TESS FFI,285.4306885357845,69.07927772565088,TESS,60325.71308774884,800.0,"(2854, 690)",8617,0
TESS FFI,290.08476903142986,57.24150603821749,TESS,60325.711893796295,800.0,"(2900, 572)",8617,0
TESS FFI,292.69247418458883,45.48577060441647,TESS,60325.71085092593,800.0,"(2926, 454)",8617,0
TESS FFI,280.5756216280684,31.09670619589353,TESS,60325.70981674769,800.0,"(2805, 310)",8617,0
TESS FFI,294.77776502448546,33.5534642491206,TESS,60325.70980504051,800.0,"(2947, 335)",8617,0
TESS FFI,123.42313263217264,26.79087082312984,TESS,59511.8119978588,800.0,"(1234, 267)",8501,0
TESS FFI,120.5689607406141,14.836008506422232,TESS,59511.81200605324,800.0,"(1205, 148)",8501,0
TESS FFI,136.26997266022835,23.621870652432417,TESS,59511.81078553819,800.0,"(1362, 236)",8501,0
TESS FFI,98.13748797376616,17.65895926941024,TESS,59537.56944061921,800.0,"(981, 176)",8505,0
TESS FFI,98.8029651865073,29.902014714340964,TESS,59537.5694391956,800.0,"(988, 299)",8505,0
TESS FFI,84.93031068702723,29.950747445496354,TESS,59537.5701146412,800.0,"(849, 299)",8505,0
TESS FFI,85.5088455610337,17.70371187736184,TESS,59537.57011749421,800.0,"(855, 177)",8505,0
TESS FFI,122.70551579241942,14.478556232539605,TESS,59537.567645,800.0,"(1227, 144)",8505,0
TESS FFI,125.6628517641158,26.42111932414987,TESS,59537.56763728588,800.0,"(1256, 264)",8505,0
TESS FFI,112.32924545352851,28.750674216614232,TESS,59537.56866319444,800.0,"(1123, 287)",8505,0
TESS FFI,110.4144984623843,16.62646202184849,TESS,59537.56867078125,800.0,"(1104, 166)",8505,0
TESS FFI,138.2714668847982,23.24080317719078,TESS,59537.566586336805,800.0,"(1382, 232)",8505,0
TESS FFI,134.57917819125325,11.512552863591388,TESS,59537.56658802084,800.0,"(1345, 115)",8505,0
TESS FFI,146.2011423510709,7.822243853190693,TESS,59537.56539048032,800.0,"(1462, 78)",8505,0
TESS FFI,150.47569427980682,19.340656119492746,TESS,59537.56539109375,800.0,"(1504, 193)",8505,0
TESS FFI,161.99818892840207,14.90573425239556,TESS,59537.56429345487,800.0,"(1619, 149)",8505,0
TESS FFI,168.39816820608337,-1.0931016587468054,TESS,59537.56313519676,800.0,"(1683, -11)",8505,0
TESS FFI,173.32309487189954,10.123660977574168,TESS,59537.56313135417,800.0,"(1733, 101)",8505,0
TESS FFI,126.69772254241576,13.444230968820747,TESS,59564.6353487037,800.0,"(1266, 134)",8509,0
TESS FFI,129.79367617597646,25.34989453380235,TESS,59564.63534752314,800.0,"(1297, 253)",8509,0
TESS FFI,116.6473346681952,27.879104739602656,TESS,59564.63602890625,800.0,"(1166, 278)",8509,0
TESS FFI,114.50008053798152,15.782950255486911,TESS,59564.63603152199,800.0,"(1145, 157)",8509,0
TESS FFI,149.83683790160433,6.502912975125987,TESS,59564.63354876158,800.0,"(1498, 65)",8509,0
TESS FFI,154.2804404412154,17.96927665501188,TESS,59564.633541284726,800.0,"(1542, 179)",8509,0
TESS FFI,142.2245384916768,22.05845042829552,TESS,59564.6345682581,800.0,"(1422, 220)",8509,0
TESS FFI,138.3233321273461,10.39088389516566,TESS,59564.63457561343,800.0,"(1383, 103)",8509,0
TESS FFI,161.0027030925239,2.179743936339204,TESS,59564.63249316551,800.0,"(1610, 21)",8509,0
TESS FFI,172.10111831927838,-2.480710439122096,TESS,59564.63129965278,800.0,"(1721, -25)",8509,0
TESS FFI,176.9675170413946,8.75939874156979,TESS,59564.6313004919,800.0,"(1769, 87)",8509,0
TESS FFI,187.8766855244084,3.928039780777665,TESS,59564.63020865162,800.0,"(1878, 39)",8509,0
TESS FFI,182.93717746120805,-7.28332363955566,TESS,59564.63021358797,800.0,"(1829, -73)",8509,0
TESS FFI,194.14335059567148,-12.111440362598657,TESS,59564.62905855903,800.0,"(1941, -122)",8509,0
TESS FFI,198.9433643289813,-0.834037155387192,TESS,59564.62905495371,800.0,"(1989, -9)",8509,0
TESS FFI,129.09219817967065,43.34928014070251,TESS,59592.87231829861,800.0,"(1290, 433)",8513,0
TESS FFI,112.23535274264869,46.03429240240483,TESS,59592.87231266782,800.0,"(1122, 460)",8513,0
TESS FFI,110.40154986460834,34.10037877983185,TESS,59592.87268510995,800.0,"(1104, 341)",8513,0
TESS FFI,124.76761440194808,31.81343249842374,TESS,59592.87269189237,800.0,"(1247, 318)",8513,0
TESS FFI,118.5124279983766,69.70728512228315,TESS,59592.87097143519,800.0,"(1185, 697)",8513,0
TESS FFI,114.4738911107278,57.79683172243156,TESS,59592.87177947917,800.0,"(1144, 577)",8513,0
TESS FFI,135.62408713771032,54.32244851232314,TESS,59592.8717900463,800.0,"(1356, 543)",8513,0
TESS FFI,172.7836769674065,72.71073244611053,TESS,59592.870071718746,800.0,"(1727, 727)",8513,0
TESS FFI,215.84162725720407,74.38325607745072,TESS,59592.86896815394,800.0,"(2158, 743)",8513,0
TESS FFI,253.9429919193526,85.27337778233637,TESS,59592.86896487848,800.0,"(2539, 852)",8513,0
TESS FFI,282.0152714786559,74.1688058494881,TESS,59592.86788999422,800.0,"(2820, 741)",8513,0
