intentType,obs_collection,provenance_name,instrument_name,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,dataproduct_type,proposal_pi,calib_level,t_min,t_max,t_exptime,em_min,em_max,obs_title,t_obs_release,proposal_id,proposal_type,sequence_number,s_region,jpegURL,dataURL,dataRights,mtFlag,srcDen,obsid,objID
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0028-2-1,339.0844429795124,-61.53500100727142,image,"Ricker, George",3,59061.35060035,59086.6003011,475.199791,600.0,1000.0,,59121.0,N/A,,28,POLYGON 331.69233700 -69.08575200 323.48429900 -58.17005300 343.65674400 -53.45200800 357.13475500 -63.07967100 331.69233700 -69.08575200,,,PUBLIC,False,,27844441,71266465
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0028-2-2,358.16971983455124,-54.478163483795704,image,"Ricker, George",3,59061.35033062,59086.60056649,475.199791,600.0,1000.0,,59121.0,N/A,,28,POLYGON 357.43165200 -62.97093200 343.92588700 -53.36874800 359.07490400 -45.99489700 12.08784600 -53.91044300 357.43165200 -62.97093200,,,PUBLIC,False,,27844445,71266472
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0028-2-3,346.75864575000816,-44.92763817611113,image,"Ricker, George",3,59061.35115723,59086.6013903,475.199791,600.0,1000.0,,59121.0,N/A,,28,POLYGON 348.99675000 -36.95887800 358.80854800 -45.79608500 343.67590500 -53.13015700 335.44445800 -42.56657600 348.99675000 -36.95887800,,,PUBLIC,False,,27844450,71266481
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0028-2-4,330.47497214209665,-50.48242363272972,image,"Ricker, George",3,59061.35142679,59086.60112501,475.199791,600.0,1000.0,,59121.0,N/A,,28,POLYGON 335.23639700 -42.63232100 343.43042100 -53.21652000 323.36641500 -57.90863300 319.59397200 -46.65478000 335.23639700 -42.63232100,,,PUBLIC,False,,27844458,71266496
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0028-3-1,15.754015091277976,-62.01508656186368,image,"Ricker, George",3,59061.34940418,59086.59964486,475.199791,600.0,1000.0,,59121.0,N/A,,28,POLYGON 12.42318400 -54.05808100 31.54794300 -58.61444800 21.74082900 -70.11356600 357.40047300 -62.96498400 12.42318400 -54.05808100,,,PUBLIC,False,,27844462,71266503
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0028-3-2,355.8029524597261,-71.55687825538465,image,"Ricker, George",3,59061.34966846,59086.59937464,475.199791,600.0,1000.0,,59121.0,N/A,,28,POLYGON 357.13411500 -63.06987900 21.52787100 -70.25952800 350.64262900 -79.97234700 332.04545200 -69.44250900 357.13411500 -63.06987900,,,PUBLIC,False,,27844467,71266512
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0028-3-3,36.1929388554708,-77.97214535353216,image,"Ricker, George",3,59061.34853819,59086.59825168,475.199791,600.0,1000.0,,59121.0,N/A,,28,POLYGON 76.88278400 -83.14177900 351.56156900 -80.19006300 22.27559300 -70.37226600 59.34737500 -71.82665000 76.88278400 -83.14177900,,,PUBLIC,False,,27844470,71266517
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0028-3-4,41.91610249946575,-65.84643480401672,image,"Ricker, George",3,59061.34827619,59086.59852405,475.199791,600.0,1000.0,,59121.0,N/A,,28,POLYGON 59.20596000 -71.67361400 22.43851900 -70.21817200 32.01134300 -58.67743000 54.49215200 -60.01474100 59.20596000 -71.67361400,,,PUBLIC,False,,27844475,71266526
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0028-4-1,70.05418221236363,-64.27416883805954,image,"Ricker, George",3,59061.34717666,59086.59742874,475.199791,600.0,1000.0,,59121.0,N/A,,28,POLYGON 55.08283900 -60.03234700 75.74756800 -56.24814800 89.69940900 -66.55522200 59.04309700 -71.74284900 55.08283900 -60.03234700,,,PUBLIC,False,,27844483,71266541
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0028-4-2,87.24652323827598,-75.09037074584508,image,"Ricker, George",3,59061.34744424,59086.59716169,475.199791,600.0,1000.0,,59121.0,N/A,,28,POLYGON 59.10820200 -71.90827800 89.94139300 -66.68906200 119.57120700 -74.19210400 78.71811400 -83.09914900 59.10820200 -71.90827800,,,PUBLIC,False,,27844486,71266546
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0028-4-3,111.49807481965915,-65.92310690484236,image,"Ricker, George",3,59061.34620663,59086.59593058,475.199791,600.0,1000.0,,59121.0,N/A,,28,POLYGON 129.10623400 -62.92041100 119.97168100 -73.92910100 90.52639100 -66.50024400 107.66641400 -57.62015400 129.10623400 -62.92041100,,,PUBLIC,False,,27844492,71266557
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0028-4-4,91.48242823052155,-57.952946501995356,image,"Ricker, George",3,59061.34594056,59086.59619885,475.199791,600.0,1000.0,,59121.0,N/A,,28,POLYGON 107.41343700 -57.52909700 90.25660400 -66.36991100 76.19269400 -56.12183700 92.21153300 -49.82707800 107.41343700 -57.52909700,,,PUBLIC,False,,27844499,71266570
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0028-1-1,324.85341743523657,-39.392933864696914,image,"Ricker, George",3,59061.35196963,59086.60166201,475.199791,600.0,1000.0,,59121.0,N/A,,28,POLYGON 319.43675300 -46.51576300 315.35994300 -35.44317500 329.39266300 -31.79159600 335.21682200 -42.76620400 319.43675300 -46.51576300,,,PUBLIC,False,,27894693,71366957
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0029-1-1,351.44355625794213,-29.848132354938276,image,"Ricker, George",3,59087.74082308,59113.93493635,475.199793,600.0,1000.0,,59158.0,N/A,,29,POLYGON 347.50976200 -37.30972800 342.50379000 -26.63027900 354.93452300 -22.00501800 0.81580700 -32.71116000 347.50976200 -37.30972800,,,PUBLIC,False,,27972854,71523273
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0029-1-2,3.8521197377173495,-24.499913497964275,image,"Ricker, George",3,59087.74054865,59113.93522088,475.199793,600.0,1000.0,,59158.0,N/A,,29,POLYGON 0.99136500 -32.62351500 355.09770500 -21.92446900 6.65982100 -16.41223100 12.60713500 -26.48243800 0.99136500 -32.62351500,,,PUBLIC,False,,27972855,71523274
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0029-1-3,358.0999891316829,-13.77735144018827,image,"Ricker, George",3,59087.74092847,59113.93559738,475.199793,600.0,1000.0,,59158.0,N/A,,29,POLYGON 0.91404600 -6.11579500 6.54141900 -16.19446100 354.98626900 -21.68785500 349.94632600 -10.80044100 0.91404600 -6.11579500,,,PUBLIC,False,,27972856,71523275
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0029-1-4,346.4106057963107,-18.722754598009853,image,"Ricker, George",3,59087.74120412,59113.93531394,475.199793,600.0,1000.0,,59158.0,N/A,,29,POLYGON 349.78217900 -10.86779200 354.81556800 -21.75738100 342.41118900 -26.38496500 338.59703700 -15.45935600 349.78217900 -10.86779200,,,PUBLIC,False,,27972857,71523276
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0029-2-1,5.151965572045638,-51.35341180598781,image,"Ricker, George",3,59087.75335035,59113.92664191,475.199793,600.0,1000.0,,59158.0,N/A,,29,POLYGON 0.69958300 -59.09310600 352.61331300 -48.62467400 8.38509700 -43.20261600 18.79341100 -52.90028100 0.69958300 -59.09310600,,,PUBLIC,False,,27972858,71523277
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0029-2-2,20.19206921194274,-44.33052574441359,image,"Ricker, George",3,59087.73918182,59113.93386572,475.199793,600.0,1000.0,,59158.0,N/A,,29,POLYGON 19.02478600 -52.79676100 8.61677600 -43.11351800 21.42733000 -35.88016000 31.59302600 -44.35989600 19.02478600 -52.79676100,,,PUBLIC,False,,27972859,71523278
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0029-2-3,10.878597490217892,-34.65291393027482,image,"Ricker, George",3,59087.74000385,59113.93468316,475.199793,600.0,1000.0,,59158.0,N/A,,29,POLYGON 12.83654500 -26.68156200 21.20849700 -35.67388800 8.41085100 -42.87851500 1.00297300 -32.50456800 12.83654500 -26.68156200,,,PUBLIC,False,,27972860,71523279
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0029-2-4,357.33223193278087,-40.60382212536179,image,"Ricker, George",3,59087.74028324,59113.93440376,475.199793,600.0,1000.0,,59158.0,N/A,,29,POLYGON 0.82481000 -32.57857300 8.21854600 -42.96448800 352.47581800 -48.37273000 347.66759100 -37.43753800 0.82481000 -32.57857300,,,PUBLIC,False,,27972861,71523280
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0029-3-1,33.05475180634882,-52.63685967378792,image,"Ricker, George",3,59087.73826043,59113.93295117,475.199793,600.0,1000.0,,59158.0,N/A,,29,POLYGON 31.85134100 -44.52813000 46.36351000 -50.58954500 34.90850400 -61.02205500 19.00113900 -52.79070900 31.85134100 -44.52813000,,,PUBLIC,False,,27972862,71523281
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0029-3-2,17.08836612681128,-61.34193195889686,image,"Ricker, George",3,59087.74547903,59113.93266689,475.199793,600.0,1000.0,,59158.0,N/A,,29,POLYGON 18.79523600 -52.89103500 34.68504700 -61.14795700 13.28748200 -69.70152900 1.00579700 -59.43834400 18.79523600 -52.89103500,,,PUBLIC,False,,27972863,71523282
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0029-3-3,38.48213671632,-69.64571545278712,image,"Ricker, George",3,59087.73741053,59113.93155273,475.199793,600.0,1000.0,,59158.0,N/A,,29,POLYGON 45.59914300 -77.55075700 13.72351000 -69.92366500 35.16194000 -61.31317100 59.78201100 -66.49865600 45.59914300 -77.55075700,,,PUBLIC,False,,27972864,71523283
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0029-3-4,51.53969001237908,-58.7356398431264,image,"Ricker, George",3,59087.73713868,59113.93183916,475.199793,600.0,1000.0,,59158.0,N/A,,29,POLYGON 59.85400300 -66.33980100 35.34344800 -61.17101500 46.71898100 -50.69833900 64.52633700 -54.75035600 59.85400300 -66.33980100,,,PUBLIC,False,,27972865,71523284
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0029-4-1,74.87216670295071,-61.12682998828047,image,"Ricker, George",3,59087.7429899,59113.93075238,475.199793,600.0,1000.0,,59158.0,N/A,,29,POLYGON 65.00783600 -54.85323100 84.93718900 -54.50550100 89.73856200 -66.50395100 59.65694300 -66.38313000 65.00783600 -54.85323100,,,PUBLIC,False,,27972866,71523285
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0029-4-2,74.53706522068056,-73.37232087083763,image,"Ricker, George",3,59087.73632273,59113.93047125,475.199793,600.0,1000.0,,59158.0,N/A,,29,POLYGON 59.52650400 -66.54127200 89.80710900 -66.66564400 103.68599900 -78.22998300 46.33606500 -77.71223900 59.52650400 -66.54127200,,,PUBLIC,False,,27972867,71523286
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0029-4-3,111.71955567718835,-69.79867844197814,image,"Ricker, George",3,59087.73509204,59113.92230539,475.199793,600.0,1000.0,,59158.0,N/A,,29,POLYGON 135.50577500 -69.92973300 104.92183400 -78.10000200 90.53929100 -66.59774100 115.25600800 -61.42777300 135.50577500 -69.92973300,,,PUBLIC,False,,27972868,71523287
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0029-4-4,98.6723141744456,-58.8745224351348,image,"Ricker, George",3,59087.73481615,59113.92953211,475.199793,600.0,1000.0,,59158.0,N/A,,29,POLYGON 115.05318500 -61.29686800 90.43789900 -66.43618100 85.40829600 -54.46051300 103.73073100 -51.26203300 115.05318500 -61.29686800,,,PUBLIC,False,,27972869,71523288
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0063-3-3,122.39550099063008,-57.84037227446601,image,"Ricker, George",3,60013.864146168984,60040.39862541667,158.399928,600.0,1000.0,,60048.0,N/A,,63,POLYGON 109.043577 -54.474979 126.023753 -49.610429 138.346575 -59.586499 115.962969 -65.789639 109.043577 -54.474979,,,PUBLIC,False,,128033409,234925105
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0063-3-4,137.29900499774246,-68.12535246927906,image,"Ricker, George",3,60013.86385799768,60040.39890917824,158.399928,600.0,1000.0,,60048.0,N/A,,63,POLYGON 116.132569 -65.933165 138.579993 -59.700461 159.936852 -67.587949 134.702652 -76.231613 116.132569 -65.933165,,,PUBLIC,False,,128037425,234931229
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0063-4-1,104.28437131498312,-73.30515976679375,image,"Ricker, George",3,60013.862762766206,60040.3978015625,158.399928,600.0,1000.0,,60048.0,N/A,,63,POLYGON 133.597197 -76.368418 78.348844 -79.407683 86.170516 -67.366376 116.229111 -65.854667 133.597197 -76.368418,,,PUBLIC,False,,128041805,234937732
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0063-4-2,99.92515510177407,-61.167583963327225,image,"Ricker, George",3,60013.86305655092,60040.39752322916,158.399928,600.0,1000.0,,60048.0,N/A,,63,POLYGON 116.108572 -65.69515 86.249914 -67.204899 88.714821 -55.040889 108.660685 -54.461217 116.108572 -65.69515,,,PUBLIC,False,,128046650,234945355
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0063-4-3,75.35655339086492,-60.00349900304318,image,"Ricker, George",3,60013.86183162037,60040.39628460648,158.399928,600.0,1000.0,,60048.0,N/A,,63,POLYGON 69.138817 -52.623332 88.217897 -55.015795 85.484999 -67.16626 58.664017 -63.063716 69.138817 -52.623332,,,PUBLIC,False,,128051833,234953233
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0063-4-4,64.2558276615798,-71.4097212062241,image,"Ricker, George",3,60013.861539363425,60040.396564166665,158.399928,600.0,1000.0,,60048.0,N/A,,63,POLYGON 58.473309 -63.202895 85.430315 -67.330509 76.890513 -79.335919 38.068992 -72.286374 58.473309 -63.202895,,,PUBLIC,False,,128056990,234961009
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0064-1-1,191.08710228651506,-32.653080828630934,image,"Ricker, George",3,60040.613027025465,60067.53410734954,158.399928,600.0,1000.0,,60087.0,N/A,,64,POLYGON 181.600788 -34.677666 187.964166 -24.601051 200.404386 -29.833633 194.462281 -40.71552 181.600788 -34.677666,,,PUBLIC,False,,140233037,256850825
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0064-1-2,204.8344228614331,-37.56553381129074,image,"Ricker, George",3,60040.612721226855,60067.534376979165,158.399928,600.0,1000.0,,60087.0,N/A,,64,POLYGON 194.672324 -40.780183 200.592063 -29.889019 214.238928 -33.814372 209.844125 -44.791049 194.672324 -40.780183,,,PUBLIC,False,,140233041,256855310
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0064-1-3,209.43788482320704,-26.19860233874063,image,"Ricker, George",3,60040.613137037035,60067.534790011574,158.399928,600.0,1000.0,,60087.0,N/A,,64,POLYGON 217.351597 -22.404529 214.319345 -33.578333 200.708103 -29.651221 205.428853 -18.544785 217.351597 -22.404529,,,PUBLIC,False,,140233042,256856345
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0064-1-4,196.91053817860333,-21.78812297140969,image,"Ricker, George",3,60040.61344408565,60067.53452150463,158.399928,600.0,1000.0,,60087.0,N/A,,64,POLYGON 205.256964 -18.481538 200.526566 -29.583673 188.102026 -24.374474 193.774426 -14.203954 205.256964 -18.481538,,,PUBLIC,False,,140233048,256857416
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0064-2-1,172.51848309283056,-52.30542260059065,image,"Ricker, George",3,60040.61160685185,60067.53268145833,158.399928,600.0,1000.0,,60087.0,N/A,,64,POLYGON 159.291832 -51.754261 171.713876 -43.822133 186.098238 -51.305039 173.103252 -60.799063 159.291832 -51.754261,,,PUBLIC,False,,140233333,256859701
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0064-2-2,190.29963778272213,-59.55308758256242,image,"Ricker, George",3,60040.61129576389,60067.532945833336,158.399928,600.0,1000.0,,60087.0,N/A,,64,POLYGON 173.347397 -60.924125 186.33023 -51.407535 205.323023 -56.490299 196.493688 -67.223902 173.347397 -60.924125,,,PUBLIC,False,,140239878,256861342
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0064-2-3,199.1049306586523,-48.65206857149892,image,"Ricker, George",3,60040.61214622685,60067.53380341435,158.399928,600.0,1000.0,,60087.0,N/A,,64,POLYGON 209.819024 -45.07812 205.460752 -56.228342 186.578372 -51.170931 194.805386 -40.715903 209.819024 -45.07812,,,PUBLIC,False,,140242085,256863725
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0064-2-4,183.5951465334666,-42.84074949080585,image,"Ricker, George",3,60040.61245710648,60067.533539131946,158.399928,600.0,1000.0,,60087.0,N/A,,64,POLYGON 194.609732 -40.640568 186.330007 -51.072289 171.966975 -43.626032 181.565878 -34.854748 194.609732 -40.640568,,,PUBLIC,False,,140242095,256865728
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0064-3-1,174.58567884299447,-69.3960421523651,image,"Ricker, George",3,60040.61035355324,60067.5319953125,158.399928,600.0,1000.0,,60087.0,N/A,,64,POLYGON 196.23431 -67.4523 178.816758 -77.8179 151.2417 -68.29059 173.353221 -60.910912 196.23431 -67.4523,,,PUBLIC,False,,140242112,256867611
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0064-3-2,155.94894074808064,-59.967551815380006,image,"Ricker, George",3,60040.61065905092,60067.531725925925,158.399928,600.0,1000.0,,60087.0,N/A,,64,POLYGON 173.118434 -60.799705 151.049386 -68.144495 140.820064 -56.830262 158.793427 -51.971834 173.118434 -60.799705,,,PUBLIC,False,,140242113,256869572
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0064-3-3,131.72398719619164,-64.30508520159344,image,"Ricker, George",3,60040.60951892361,60067.530574930555,158.399928,600.0,1000.0,,60087.0,N/A,,64,POLYGON 118.969202 -58.839519 140.355019 -56.914888 150.388323 -68.271492 116.682258 -70.610672 118.969202 -58.839519,,,PUBLIC,False,,140242114,256873201
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0064-3-4,140.0289011734519,-76.24983891967634,image,"Ricker, George",3,60040.609215729164,60067.53084650463,158.399928,600.0,1000.0,,60087.0,N/A,,64,POLYGON 116.681869 -70.769581 150.623371 -68.410517 178.12216 -78.020936 110.084331 -82.497927 116.681869 -70.769581,,,PUBLIC,False,,140242237,256876659
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0064-4-1,91.41107240320575,-74.83990444535318,image,"Ricker, George",3,60040.60811458333,60067.529729918984,158.399928,600.0,1000.0,,60087.0,N/A,,64,POLYGON 107.999596 -82.383839 58.172015 -75.145081 85.723675 -66.595873 116.887075 -70.715971 107.999596 -82.383839,,,PUBLIC,False,,140242238,256880313
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0064-4-2,104.74491078972997,-63.47481687910575,image,"Ricker, George",3,60040.608423425925,60067.52946380787,158.399928,600.0,1000.0,,60087.0,N/A,,64,POLYGON 116.963094 -70.551027 85.977898 -66.465848 98.03232 -55.672475 118.566518 -58.756807 116.963094 -70.551027,,,PUBLIC,False,,140242241,256881477
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0064-4-3,82.65873582843211,-57.95092798759627,image,"Ricker, George",3,60040.6071919213,60067.52821521991,158.399928,600.0,1000.0,,60087.0,N/A,,64,POLYGON 81.03939 -49.868423 97.569962 -55.557303 85.361949 -66.296938 66.578839 -58.120463 81.03939 -49.868423,,,PUBLIC,False,,140242256,256884974
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0030-1-1,16.338245799954603,-19.05642482615334,image,"Ricker, George",3,59115.38661566,59142.72653222,475.199788,600.0,1000.0,,59173.0,N/A,,30,POLYGON 12.72525700 -26.49332500 8.07904600 -15.85007400 19.74997800 -11.27630000 24.79681100 -22.16193500 12.72525700 -26.49332500,,,PUBLIC,False,,28055398,71688341
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0030-1-2,28.03833186650702,-14.096539820691474,image,"Ricker, George",3,59115.38633424,59142.72683897,475.199788,600.0,1000.0,,59173.0,N/A,,30,POLYGON 24.96056500 -22.08083000 19.90640800 -11.19947000 31.18696900 -6.17666000 36.07134400 -16.62095500 24.96056500 -22.08083000,,,PUBLIC,False,,28055399,71688342
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0030-1-3,23.033564826100555,-3.143248417147003,image,"Ricker, George",3,59115.38671169,59142.72721213,475.199788,600.0,1000.0,,59173.0,N/A,,30,POLYGON 26.10584700 4.40287500 31.08572400 -5.95239900 19.80664600 -10.96122200 15.13074700 0.00580900 26.10584700 4.40287500,,,PUBLIC,False,,28055400,71688343
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0030-1-4,11.682708968757515,-7.907697653808569,image,"Ricker, George",3,59115.38699433,59142.72690644,475.199788,600.0,1000.0,,59173.0,N/A,,30,POLYGON 14.96882800 -0.06066200 19.64368200 -11.02614700 7.98838500 -15.60618700 4.11712500 -4.76470800 14.96882800 -0.06066200,,,PUBLIC,False,,28055401,71688344
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0030-2-1,27.235019107102797,-40.959351069507996,image,"Ricker, George",3,59115.38526256,59142.72519441,475.199788,600.0,1000.0,,59173.0,N/A,,30,POLYGON 22.89620200 -48.50172500 16.98901700 -37.84631600 30.77884100 -33.00164300 38.23979500 -43.37658800 22.89620200 -48.50172500,,,PUBLIC,False,,28055402,71688345
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0030-2-2,40.85233102078978,-34.99837136118659,image,"Ricker, George",3,59115.38497604,59142.72549622,475.199788,600.0,1000.0,,59173.0,N/A,,30,POLYGON 38.44936500 -43.29383700 30.97432100 -32.92950500 43.13262100 -26.72317300 50.76844600 -36.19746600 38.44936500 -43.29383700,,,PUBLIC,False,,28055403,71688346
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0030-2-3,33.762829706305965,-24.640365342733663,image,"Ricker, George",3,59115.38579292,59142.72630635,475.199788,600.0,1000.0,,59173.0,N/A,,30,POLYGON 36.26735400 -16.83799000 42.96221800 -26.49805300 30.81829100 -32.68167200 24.97655900 -21.96204100 36.26735400 -16.83799000,,,PUBLIC,False,,28055404,71688347
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0030-2-4,21.316275513239678,-29.928875993165978,image,"Ricker, George",3,59115.38607926,59142.7260047,475.199788,600.0,1000.0,,59173.0,N/A,,30,POLYGON 24.81211600 -22.02902800 30.63496600 -32.75918900 16.88033600 -37.59161500 12.86359200 -26.62078800 24.81211600 -22.02902800,,,PUBLIC,False,,28055405,71688348
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0030-3-1,50.1161310481622,-44.51511850537764,image,"Ricker, George",3,59115.38406034,59142.72458983,475.199788,600.0,1000.0,,59173.0,N/A,,30,POLYGON 50.95751200 -36.39289200 62.01269500 -44.22544600 48.96434300 -52.92613100 38.43138300 -43.28627900 50.95751200 -36.39289200,,,PUBLIC,False,,28055406,71688349
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0030-3-2,35.112291161485246,-51.60477537274054,image,"Ricker, George",3,59115.38434145,59142.72428334,475.199788,600.0,1000.0,,59173.0,N/A,,30,POLYGON 38.24282000 -43.36835900 48.75419200 -53.02808000 30.04960100 -59.61810500 23.10179300 -48.85541300 38.24282000 -43.36835900,,,PUBLIC,False,,28055407,71688350
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0030-3-3,47.34301740355341,-61.6317015269356,image,"Ricker, George",3,59115.38322442,59142.72317936,475.199788,600.0,1000.0,,59173.0,N/A,,30,POLYGON 44.48218800 -69.69178600 30.27270200 -59.86156700 49.05198400 -53.23774300 65.21929000 -61.41712300 44.48218800 -69.69178600,,,PUBLIC,False,,28055408,71688351
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0030-3-4,63.28618219638287,-52.857978477978754,image,"Ricker, George",3,59115.38294557,59142.72348796,475.199788,600.0,1000.0,,59173.0,N/A,,30,POLYGON 65.39106100 -61.28061200 49.24496900 -53.12177600 62.28337400 -44.38222800 76.20581100 -51.08133000 65.39106100 -61.28061200,,,PUBLIC,False,,28055409,71688352
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0030-4-1,81.61958475234736,-58.887719064085225,image,"Ricker, George",3,59115.38185909,59142.72241104,475.199788,600.0,1000.0,,59173.0,N/A,,30,POLYGON 76.58170000 -51.25961200 94.91324700 -54.49096600 89.83664800 -66.46260600 65.21286500 -61.29094900 76.58170000 -51.25961200,,,PUBLIC,False,,28055410,71688353
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0030-4-2,68.47498212824917,-69.79980580047554,image,"Ricker, George",3,59115.38214347,59142.72210767,475.199788,600.0,1000.0,,59173.0,N/A,,30,POLYGON 64.98799600 -61.41855800 89.70821500 -66.61940200 75.17658700 -78.10901200 44.66988300 -69.90626800 64.98799600 -61.41855800,,,PUBLIC,False,,28055411,71688354
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0030-4-3,105.66536584387974,-73.4087732857408,image,"Ricker, George",3,59115.38092044,59142.7208973,475.199788,600.0,1000.0,,59173.0,N/A,,30,POLYGON 133.86981200 -77.76271200 76.40904800 -78.24197600 90.44090000 -66.69294100 120.73976000 -66.59363200 133.86981200 -77.76271200,,,PUBLIC,False,,28055412,71688355
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0030-4-4,105.42977472132598,-61.1693819170956,image,"Ricker, George",3,59115.38063757,59142.72120186,475.199788,600.0,1000.0,,59173.0,N/A,,30,POLYGON 120.63726100 -66.43572200 90.53534700 -66.53174000 95.38493900 -54.53653400 115.31570200 -54.91242500 120.63726100 -66.43572200,,,PUBLIC,False,,28055413,71688356
science,TESS,SPOC,Photometer,TESS,TESS,Optical,TESS FFI,,tess-s0031-1-2,52.96240502553612,-5.553703208978798,image,"Ricker, George",3,59144.01824021,59169.44905762,475.19979,600.0,1000.0,,59204.0,N/A,,31,POLYGON 49.00371300 -13.10702100 45.40735800 -1.74510600 57.08374300 1.88747300 60.34266100 -9.12994900 49.00371300 -13.10702100,,,PUBLIC,False,,28131758,71841040
